Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	10672	704728	95	6270	95.0	73.6	6270.0	4860.193103448276	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9713	852943	69	6068	69.0	70.3840579710145	6068.0	6180.746376811594	9700	640546	69	4554	69.0	70.28985507246377	4554.0	4641.63768115942	telnet
10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	10672	704728	95	6270	95.0	73.6	6270.0	4860.193103448276	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9803	860837	90	7894	90.0	70.5251798561151	7894.0	6193.071942446043	9700	640546	69	4554	69.0	70.28985507246377	4554.0	4641.63768115942	telnet
10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	10672	704728	95	6270	95.0	73.6	6270.0	4860.193103448276	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9803	860837	90	7894	90.0	70.5251798561151	7894.0	6193.071942446043	9790	646486	90	5940	90.0	70.43165467625899	5940.0	4650.978417266187	telnet
10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9803	860837	90	7894	90.0	70.5251798561151	7894.0	6193.071942446043	9790	646486	90	5940	90.0	70.43165467625899	5940.0	4650.978417266187	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9803	860837	90	7894	90.0	70.5251798561151	7894.0	6193.071942446043	9790	646486	90	5940	90.0	70.43165467625899	5940.0	4650.978417266187	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9790	646486	90	5940	90.0	70.43165467625899	5940.0	4650.978417266187	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10685	705586	13	858	13.0	73.18493150684931	858.0	4832.780821917808	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10701	939450	13	1146	13.0	73.29452054794521	1146.0	6434.58904109589	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
9885	868073	82	7236	82.0	70.60714285714286	7236.0	6200.521428571428	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	9872	651898	82	5412	82.0	70.51428571428572	5412.0	4656.414285714286	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10815	714166	130	8580	130.0	73.57142857142857	8580.0	4858.272108843537	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	10831	950944	130	11494	130.0	73.68027210884354	11494.0	6469.006802721088	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10874	954733	43	3789	43.0	73.47297297297297	3789.0	6450.898648648648	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10060	883446	175	15373	175.0	71.34751773049645	15373.0	6265.574468085107	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10194	895291	134	11845	134.0	71.78873239436619	11845.0	6304.866197183099	10047	663448	175	11550	175.0	71.25531914893617	11550.0	4705.304964539007	telnet
10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	10858	717004	43	2838	43.0	73.36486486486487	2838.0	4844.621621621622	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10194	895291	134	11845	134.0	71.78873239436619	11845.0	6304.866197183099	10181	672292	134	8844	134.0	71.69718309859155	8844.0	4734.450704225352	telnet
10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10194	895291	134	11845	134.0	71.78873239436619	11845.0	6304.866197183099	10181	672292	134	8844	134.0	71.69718309859155	8844.0	4734.450704225352	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10194	895291	134	11845	134.0	71.78873239436619	11845.0	6304.866197183099	10181	672292	134	8844	134.0	71.69718309859155	8844.0	4734.450704225352	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10181	672292	134	8844	134.0	71.69718309859155	8844.0	4734.450704225352	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
10977	724858	119	7854	119.0	73.67114093959732	7854.0	4864.818791946309	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	10993	965204	119	10471	119.0	73.77852348993288	10471.0	6477.879194630873	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11121	976489	128	11285	128.0	74.14	11285.0	6509.926666666666	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10239	899247	45	3956	45.0	71.6013986013986	3956.0	6288.44055944056	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10226	675262	45	2970	45.0	71.5104895104895	2970.0	4722.111888111888	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11105	733306	128	8448	128.0	74.03333333333333	8448.0	4888.706666666667	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11264	989049	143	12560	143.0	74.59602649006622	12560.0	6549.9933774834435	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10291	903851	52	4604	52.0	71.46527777777777	4604.0	6276.743055555556	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10278	678694	52	3432	52.0	71.375	3432.0	4713.152777777777	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11248	742744	143	9438	143.0	74.49006622516556	9438.0	4918.834437086092	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11371	998457	107	9408	107.0	74.8092105263158	9408.0	6568.796052631579	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10381	911776	90	7925	90.0	71.59310344827587	7925.0	6288.110344827586	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10368	684634	90	5940	90.0	71.50344827586207	5940.0	4721.613793103448	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11355	749806	107	7062	107.0	74.70394736842105	7062.0	4932.934210526316	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11437	1004244	66	5787	66.0	74.7516339869281	5787.0	6563.686274509804	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10383	911913	2	137	2.0	71.11643835616438	137.0	6245.979452054795	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10437	916443	54	4530	54.0	71.0	4530.0	6234.306122448979	10370	684766	2	132	2.0	71.02739726027397	132.0	4690.178082191781	telnet
11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	11421	754162	66	4356	66.0	74.6470588235294	4356.0	4929.16339869281	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10437	916443	54	4530	54.0	71.0	4530.0	6234.306122448979	10423	688294	53	3528	53.0	70.9047619047619	3528.0	4682.272108843537	telnet
11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10437	916443	54	4530	54.0	71.0	4530.0	6234.306122448979	10423	688294	53	3528	53.0	70.9047619047619	3528.0	4682.272108843537	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10437	916443	54	4530	54.0	71.0	4530.0	6234.306122448979	10423	688294	53	3528	53.0	70.9047619047619	3528.0	4682.272108843537	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10423	688294	53	3528	53.0	70.9047619047619	3528.0	4682.272108843537	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	40	2670	40.0	74.42207792207792	2670.0	4914.493506493506	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	11478	1007611	41	3367	41.0	74.53246753246754	3367.0	6542.928571428572	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11496	1009184	18	1573	18.0	73.6923076923077	1573.0	6469.128205128205	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	telnet
10603	931118	166	14675	166.0	71.64189189189189	14675.0	6291.3378378378375	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11496	1009184	18	1573	18.0	73.6923076923077	1573.0	6469.128205128205	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	telnet
10721	941508	118	10390	118.0	71.95302013422818	10390.0	6318.845637583892	10589	699250	166	10956	166.0	71.54729729729729	10956.0	4724.6621621621625	telnet
11496	1009184	18	1573	18.0	73.6923076923077	1573.0	6469.128205128205	11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	telnet
11461	756832	0	0	0.0	73.94193548387096	0.0	4882.787096774194	11478	1007611	0	0	0.0	74.0516129032258	0.0	6500.716129032258	telnet
10721	941508	118	10390	118.0	71.95302013422818	10390.0	6318.845637583892	10707	707038	118	7788	118.0	71.85906040268456	7788.0	4745.221476510067	telnet
